Дата         | Страна               | Добыча (1000 бар)
06.01.2010   | Gabon                | 253.0
06.01.2010   | IR Iran              | 3528.2
06.01.2010   | Iraq                 | 2349.2
06.01.2010   | Kuwait               | 2312.6
06.01.2010   | Libya                | 1463.3
06.01.2010   | Nigeria              | 1954.1
06.01.2010   | United Arab Emirates | 2248.0
06.01.2010   | Venezuela            | 2792.8
06.01.2011   | Algeria              | 1156.8
06.01.2011   | Angola               | 1724.2
06.01.2011   | Congo                | 323.3
06.01.2011   | Equatorial Guinea    | 168.5
06.01.2011   | Gabon                | 224.4
06.01.2011   | IR Iran              | 3607.9
06.01.2011   | Iraq                 | 2642.5
06.01.2011   | Kuwait               | 2670.0
06.01.2011   | Libya                | 578.3
06.01.2011   | Nigeria              | 1999.2
06.01.2011   | United Arab Emirates | 2565.7
06.01.2011   | Venezuela            | 2914.8
06.01.2012   | Algeria              | 1261.8
06.01.2012   | Angola               | 1677.8
06.01.2012   | Congo                | 278.1
06.01.2012   | Equatorial Guinea    | 200.8
06.01.2012   | Gabon                | 234.0
06.01.2012   | IR Iran              | 3791.8
06.01.2012   | Iraq                 | 2967.4
06.01.2012   | Kuwait               | 2954.9
06.01.2012   | Libya                | 1439.7
06.01.2012   | Nigeria              | 2042.9
06.01.2012   | United Arab Emirates | 2659.7
06.01.2012   | Venezuela            | 2829.6
06.01.2014   | Algeria              | 1220.8
06.01.2014   | Angola               | 1698.1
06.01.2014   | Congo                | 203.4
06.01.2014   | Equatorial Guinea    | 149.2
06.01.2014   | Gabon                | 258.0
06.01.2014   | IR Iran              | 3142.1
06.01.2014   | Iraq                 | 3151.5
06.01.2014   | Kuwait               | 2840.2
06.01.2014   | Libya                | 461.0
06.01.2014   | Nigeria              | 1706.8
06.01.2014   | United Arab Emirates | 2797.4
06.01.2014   | Venezuela            | 2725.1
06.01.2015   | Algeria              | 1186.0
06.01.2015   | Angola               | 1761.2
06.01.2015   | Congo                | 282.0
06.01.2015   | Equatorial Guinea    | 192.3
06.01.2015   | Gabon                | 276.7
06.01.2015   | IR Iran              | 3145.4
06.01.2015   | Iraq                 | 3537.5
06.01.2015   | Kuwait               | 2911.7
06.01.2015   | Libya                | 358.1
06.01.2015   | Nigeria              | 1744.5
06.01.2015   | United Arab Emirates | 3078.7
06.01.2015   | Venezuela            | 2643.5
06.01.2016   | Algeria              | 1196.4
06.01.2016   | Angola               | 1702.2
06.01.2016   | Congo                | 256.6
06.01.2016   | Equatorial Guinea    | 150.7
06.01.2016   | Gabon                | 148.1
06.01.2016   | IR Iran              | 3590.6
06.01.2016   | Iraq                 | 4602.4
06.01.2016   | Kuwait               | 3001.7
06.01.2016   | Libya                | 383.6
06.01.2016   | Nigeria              | 1308.5
06.01.2016   | United Arab Emirates | 3135.2
06.01.2016   | Venezuela            | 2443.5
06.01.2017   | Algeria              | 1023.8
06.01.2017   | Angola               | 1613.3
06.01.2017   | Congo                | 227.3
06.01.2017   | Equatorial Guinea    | 130.7
06.01.2017   | Gabon                | 285.3
06.01.2017   | IR Iran              | 3959.2
06.01.2017   | Iraq                 | 4542.3
06.01.2017   | Kuwait               | 2599.9
06.01.2017   | Libya                | 826.5
06.01.2017   | Nigeria              | 1507.3
06.01.2017   | United Arab Emirates | 2935.4
06.01.2017   | Venezuela            | 2075.1
06.01.2020   | Algeria              | 892.1
06.01.2020   | Angola               | 1282.8
06.01.2020   | Congo                | 243.9
06.01.2020   | Equatorial Guinea    | 81.6
06.01.2020   | Gabon                | 162.7
06.01.2020   | IR Iran              | 2017.1
06.01.2020   | Iraq                 | 3944.1
06.01.2020   | Kuwait               | 2495.3
06.01.2020   | Libya                | 437.0
06.01.2020   | Nigeria              | 1510.9
06.01.2020   | United Arab Emirates | 2764.9
06.01.2020   | Venezuela            | 582.6
06.01.2021   | Algeria              | 971.3
06.01.2021   | Angola               | 1064.1
06.01.2021   | Congo                | 330.4
06.01.2021   | Equatorial Guinea    | 67.0
06.01.2021   | Gabon                | 210.6
06.01.2021   | IR Iran              | 2472.4
06.01.2021   | Iraq                 | 4017.2
06.01.2021   | Kuwait               | 2312.0
06.01.2021   | Libya                | 1173.0
06.01.2021   | Nigeria              | 1285.6
06.01.2021   | United Arab Emirates | 2698.7
06.01.2021   | Venezuela            | 646.9
06.01.2022   | Algeria              | 954.5
06.01.2022   | Angola               | 1173.5
06.01.2022   | Congo                | 296.0
06.01.2022   | Equatorial Guinea    | 109.3
06.01.2022   | Gabon                | 168.4
06.01.2022   | IR Iran              | 2502.3
06.01.2022   | Iraq                 | 4340.4
06.01.2022   | Kuwait               | 2776.7
06.01.2022   | Libya                | 964.4
06.01.2022   | Nigeria              | 1038.1
06.01.2022   | United Arab Emirates | 3159.7
06.01.2022   | Venezuela            | 761.7
06.02.2006   | Algeria              | 1400.6
06.02.2006   | Angola               | 1366.1
06.02.2006   | Congo                | 285.1
06.02.2006   | Equatorial Guinea    | 261.6
06.02.2006   | Gabon                | 240.8
06.02.2006   | IR Iran              | 4007.6
06.02.2006   | Iraq                 | 1937.0
06.02.2006   | Kuwait               | 2669.2
06.02.2006   | Libya                | 1873.5
06.02.2006   | Nigeria              | 2209.5
06.02.2006   | United Arab Emirates | 2558.8
06.02.2006   | Venezuela            | 3048.2
06.02.2007   | Algeria              | 1407.2
06.02.2007   | Angola               | 1694.8
06.02.2007   | Congo                | 253.8
06.02.2007   | Equatorial Guinea    | 349.0
06.02.2007   | Gabon                | 183.3
06.02.2007   | IR Iran              | 4002.9
06.02.2007   | Iraq                 | 2023.3
06.02.2007   | Kuwait               | 2637.0
06.02.2007   | Libya                | 1629.5
06.02.2007   | Nigeria              | 2062.8
06.02.2007   | United Arab Emirates | 2548.5
06.02.2007   | Venezuela            | 2958.4
06.02.2008   | Algeria              | 1403.3
06.02.2008   | Angola               | 1871.2
06.02.2008   | Congo                | 266.0
06.02.2008   | Equatorial Guinea    | 377.2
06.02.2008   | Gabon                | 174.2
06.02.2008   | IR Iran              | 4098.9
06.02.2008   | Iraq                 | 2207.5
06.02.2008   | Kuwait               | 2699.9
06.02.2008   | Libya                | 1742.4
06.02.2008   | Nigeria              | 2014.7
06.02.2008   | United Arab Emirates | 2601.1
06.02.2008   | Venezuela            | 2993.5
06.02.2009   | Algeria              | 1228.8
06.02.2009   | Angola               | 1682.9
06.02.2009   | Congo                | 186.4
06.02.2009   | Equatorial Guinea    | 228.4
06.02.2009   | Gabon                | 162.3
06.02.2009   | IR Iran              | 3544.2
06.02.2009   | Iraq                 | 2367.6
06.02.2009   | Kuwait               | 2316.1
06.02.2009   | Libya                | 1496.1
06.02.2009   | Nigeria              | 1912.9
06.02.2009   | United Arab Emirates | 2220.7
06.02.2009   | Venezuela            | 2858.9
06.02.2012   | Algeria              | 1112.0
06.02.2012   | Angola               | 1692.5
06.02.2012   | Congo                | 210.9
06.02.2012   | Equatorial Guinea    | 199.7
06.02.2012   | Gabon                | 163.7
06.02.2012   | IR Iran              | 3767.0
06.02.2012   | Iraq                 | 2957.4
06.02.2012   | Kuwait               | 2847.4
06.02.2012   | Libya                | 1355.0
06.02.2012   | Nigeria              | 1895.1
06.02.2012   | United Arab Emirates | 2625.8
06.02.2012   | Venezuela            | 2634.1
06.02.2013   | Algeria              | 1238.1
06.02.2013   | Angola               | 1695.4
06.02.2013   | Congo                | 177.0
06.02.2013   | Equatorial Guinea    | 238.4
06.02.2013   | Gabon                | 244.2
06.02.2013   | IR Iran              | 3574.7
06.02.2013   | Iraq                 | 2929.0
06.02.2013   | Kuwait               | 2851.4
06.02.2013   | Libya                | 994.7
06.02.2013   | Nigeria              | 1740.1
06.02.2013   | United Arab Emirates | 2834.8
06.02.2013   | Venezuela            | 2763.3
06.02.2014   | Algeria              | 1217.3
06.02.2014   | Angola               | 1670.5
06.02.2014   | Congo                | 301.7
06.02.2014   | Equatorial Guinea    | 170.5
06.02.2014   | Gabon                | 212.9
06.02.2014   | IR Iran              | 3142.3
06.02.2014   | Iraq                 | 3046.9
06.02.2014   | Kuwait               | 2857.6
06.02.2014   | Libya                | 577.8
06.02.2014   | Nigeria              | 1775.5
06.02.2014   | United Arab Emirates | 2902.2
06.02.2014   | Venezuela            | 2696.5
06.02.2015   | Algeria              | 1230.3
06.02.2015   | Angola               | 1749.0
06.02.2015   | Congo                | 181.6
06.02.2015   | Equatorial Guinea    | 185.5
06.02.2015   | Gabon                | 222.1
06.02.2015   | IR Iran              | 3104.7
06.02.2015   | Iraq                 | 3558.7
06.02.2015   | Kuwait               | 2964.0
06.02.2015   | Libya                | 434.2
06.02.2015   | Nigeria              | 1592.1
06.02.2015   | United Arab Emirates | 2999.6
06.02.2015   | Venezuela            | 2659.6
06.02.2017   | Algeria              | 1170.9
06.02.2017   | Angola               | 1650.2
06.02.2017   | Congo                | 202.9
06.02.2017   | Equatorial Guinea    | 98.9
06.02.2017   | Gabon                | 192.1
06.02.2017   | IR Iran              | 3880.3
06.02.2017   | Iraq                 | 4503.5
06.02.2017   | Kuwait               | 2694.2
06.02.2017   | Libya                | 811.1
06.02.2017   | Nigeria              | 1546.3
06.02.2017   | United Arab Emirates | 2988.8
06.02.2017   | Venezuela            | 2007.0
06.02.2018   | Algeria              | 1092.1
06.02.2018   | Angola               | 1434.8
06.02.2018   | Congo                | 286.0
06.02.2018   | Equatorial Guinea    | 101.5
06.02.2018   | Gabon                | 169.2
06.02.2018   | IR Iran              | 3594.3
06.02.2018   | Iraq                 | 4455.1
06.02.2018   | Kuwait               | 2727.8
06.02.2018   | Libya                | 833.1
06.02.2018   | Nigeria              | 1604.2
06.02.2018   | United Arab Emirates | 3027.5
06.02.2018   | Venezuela            | 1487.5
06.02.2019   | Algeria              | 1009.9
06.02.2019   | Angola               | 1421.1
06.02.2019   | Congo                | 341.1
06.02.2019   | Equatorial Guinea    | 116.9
06.02.2019   | Gabon                | 201.7
06.02.2019   | IR Iran              | 2380.3
06.02.2019   | Iraq                 | 4558.4
06.02.2019   | Kuwait               | 2705.2
06.02.2019   | Libya                | 1179.4
06.02.2019   | Nigeria              | 1701.4
06.02.2019   | United Arab Emirates | 2988.1
06.02.2019   | Venezuela            | 994.2
06.02.2020   | Algeria              | 906.6
06.02.2020   | Angola               | 1307.9
06.02.2020   | Congo                | 309.0
06.02.2020   | Equatorial Guinea    | 94.2
06.02.2020   | Gabon                | 301.7
06.02.2020   | IR Iran              | 1983.9
06.02.2020   | Iraq                 | 4005.7
06.02.2020   | Kuwait               | 2434.8
06.02.2020   | Libya                | 467.0
06.02.2020   | Nigeria              | 1512.8
06.02.2020   | United Arab Emirates | 2812.3
06.02.2020   | Venezuela            | 593.7
06.03.2006   | Algeria              | 1366.4
06.03.2006   | Angola               | 1399.2
06.03.2006   | Congo                | 222.4
06.03.2006   | Equatorial Guinea    | 240.1
06.03.2006   | Gabon                | 236.7
06.03.2006   | IR Iran              | 4104.0
06.03.2006   | Iraq                 | 1905.1
06.03.2006   | Kuwait               | 2688.2
06.03.2006   | Libya                | 1754.0
06.03.2006   | Nigeria              | 2203.1
06.03.2006   | United Arab Emirates | 2504.7
06.03.2006   | Venezuela            | 3050.2
06.03.2007   | Algeria              | 1354.3
06.03.2007   | Angola               | 1639.4
06.03.2007   | Congo                | 222.6
06.03.2007   | Equatorial Guinea    | 347.3
06.03.2007   | Gabon                | 161.8
06.03.2007   | IR Iran              | 3921.7
06.03.2007   | Iraq                 | 2016.9
06.03.2007   | Kuwait               | 2519.9
06.03.2007   | Libya                | 1609.8
06.03.2007   | Nigeria              | 2089.6
06.03.2007   | United Arab Emirates | 2570.1
06.03.2007   | Venezuela            | 2906.9
06.03.2008   | Algeria              | 1322.0
06.03.2008   | Angola               | 1882.0
06.03.2008   | Congo                | 265.4
06.03.2008   | Equatorial Guinea    | 255.6
06.03.2008   | Gabon                | 326.0
06.03.2008   | IR Iran              | 3997.4
06.03.2008   | Iraq                 | 2311.0
06.03.2008   | Kuwait               | 2629.4
06.03.2008   | Libya                | 1828.8
06.03.2008   | Nigeria              | 2015.3
06.03.2008   | United Arab Emirates | 2565.4
06.03.2008   | Venezuela            | 2987.7
06.03.2009   | Algeria              | 1142.8
06.03.2009   | Angola               | 1674.7
06.03.2009   | Congo                | 328.4
06.03.2009   | Equatorial Guinea    | 190.1
06.03.2009   | Gabon                | 230.3
06.03.2009   | IR Iran              | 3601.6
06.03.2009   | Iraq                 | 2355.6
06.03.2009   | Kuwait               | 2315.1
06.03.2009   | Libya                | 1439.7
06.03.2009   | Nigeria              | 1859.9
06.03.2009   | United Arab Emirates | 2183.8
06.03.2009   | Venezuela            | 2976.4
06.03.2012   | Algeria              | 1301.9
06.03.2012   | Angola               | 1701.4
06.03.2012   | Congo                | 324.6
06.03.2012   | Equatorial Guinea    | 385.4
06.03.2012   | Gabon                | 260.3
06.03.2012   | IR Iran              | 3715.9
06.03.2012   | Iraq                 | 2923.3
06.03.2012   | Kuwait               | 2901.5
06.03.2012   | Libya                | 1502.8
06.03.2012   | Nigeria              | 1942.5
06.03.2012   | United Arab Emirates | 2595.8
06.03.2012   | Venezuela            | 2903.6
06.03.2013   | Algeria              | 1212.5
06.03.2013   | Angola               | 1714.8
06.03.2013   | Congo                | 308.2
06.03.2013   | Equatorial Guinea    | 272.6
06.03.2013   | Gabon                | 231.8
06.03.2013   | IR Iran              | 3518.4
06.03.2013   | Iraq                 | 2975.5
06.03.2013   | Kuwait               | 2880.2
06.03.2013   | Libya                | 956.4
06.03.2013   | Nigeria              | 1762.2
06.03.2013   | United Arab Emirates | 2728.4
06.03.2013   | Venezuela            | 2738.5
06.03.2014   | Algeria              | 1228.0
06.03.2014   | Angola               | 1662.8
06.03.2014   | Congo                | 217.0
06.03.2014   | Equatorial Guinea    | 214.5
06.03.2014   | Gabon                | 293.1
06.03.2014   | IR Iran              | 3118.6
06.03.2014   | Iraq                 | 3127.0
06.03.2014   | Kuwait               | 2918.2
06.03.2014   | Libya                | 473.9
06.03.2014   | Nigeria              | 1792.2
06.03.2014   | United Arab Emirates | 2775.4
06.03.2014   | Venezuela            | 2742.4
06.03.2015   | Algeria              | 1145.1
06.03.2015   | Angola               | 1775.5
06.03.2015   | Congo                | 183.0
06.03.2015   | Equatorial Guinea    | 169.8
06.03.2015   | Gabon                | 199.6
06.03.2015   | IR Iran              | 3129.9
06.03.2015   | Iraq                 | 3507.7
06.03.2015   | Kuwait               | 2847.9
06.03.2015   | Libya                | 457.8
06.03.2015   | Nigeria              | 1749.0
06.03.2015   | United Arab Emirates | 3074.3
06.03.2015   | Venezuela            | 2611.2
06.03.2017   | Algeria              | 1127.3
06.03.2017   | Angola               | 1660.5
06.03.2017   | Congo                | 245.6
06.03.2017   | Equatorial Guinea    | 150.9
06.03.2017   | Gabon                | 163.9
06.03.2017   | IR Iran              | 3879.0
06.03.2017   | Iraq                 | 4532.4
06.03.2017   | Kuwait               | 2631.0
06.03.2017   | Libya                | 758.0
06.03.2017   | Nigeria              | 1638.6
06.03.2017   | United Arab Emirates | 2869.3
06.03.2017   | Venezuela            | 1986.1
06.03.2018   | Algeria              | 1020.7
06.03.2018   | Angola               | 1600.5
06.03.2018   | Congo                | 382.1
06.03.2018   | Equatorial Guinea    | 157.6
06.03.2018   | Gabon                | 223.7
06.03.2018   | IR Iran              | 3559.2
06.03.2018   | Iraq                 | 4498.5
06.03.2018   | Kuwait               | 2751.7
06.03.2018   | Libya                | 980.9
06.03.2018   | Nigeria              | 1688.0
06.03.2018   | United Arab Emirates | 3129.2
06.03.2018   | Venezuela            | 1465.9
06.03.2019   | Algeria              | 1017.8
06.03.2019   | Angola               | 1424.5
06.03.2019   | Congo                | 415.2
06.03.2019   | Equatorial Guinea    | 136.4
06.03.2019   | Gabon                | 238.0
06.03.2019   | IR Iran              | 2420.4
06.03.2019   | Iraq                 | 4558.1
06.03.2019   | Kuwait               | 2649.5
06.03.2019   | Libya                | 1166.5
06.03.2019   | Nigeria              | 1800.4
06.03.2019   | United Arab Emirates | 3027.4
06.03.2019   | Venezuela            | 962.8
06.03.2020   | Algeria              | 916.0
06.03.2020   | Angola               | 1288.0
06.03.2020   | Congo                | 270.3
06.03.2020   | Equatorial Guinea    | 122.8
06.03.2020   | Gabon                | 195.1
06.03.2020   | IR Iran              | 1970.9
06.03.2020   | Iraq                 | 3967.0
06.03.2020   | Kuwait               | 2444.3
06.03.2020   | Libya                | 339.5
06.03.2020   | Nigeria              | 1512.1
06.03.2020   | United Arab Emirates | 2810.5
06.03.2020   | Venezuela            | 545.5
06.04.2006   | Algeria              | 1411.1
06.04.2006   | Angola               | 1310.1
06.04.2006   | Congo                | 194.0
06.04.2006   | Equatorial Guinea    | 222.6
06.04.2006   | Gabon                | 184.7
06.04.2006   | IR Iran              | 4052.6
06.04.2006   | Iraq                 | 1959.2
06.04.2006   | Kuwait               | 2619.7
06.04.2006   | Libya                | 1777.7
06.04.2006   | Nigeria              | 2310.3
06.04.2006   | United Arab Emirates | 2659.0
06.04.2006   | Venezuela            | 3105.8
06.04.2009   | Algeria              | 1264.2
06.04.2009   | Angola               | 1714.6
06.04.2009   | Congo                | 248.5
06.04.2009   | Equatorial Guinea    | 195.7
06.04.2009   | Gabon                | 246.5
06.04.2009   | IR Iran              | 3634.9
06.04.2009   | Iraq                 | 2314.9
06.04.2009   | Kuwait               | 2243.5
06.04.2009   | Libya                | 1449.6
06.04.2009   | Nigeria              | 1826.6
06.04.2009   | United Arab Emirates | 2258.0
06.04.2009   | Venezuela            | 2918.5
06.04.2010   | Algeria              | 1207.7
06.04.2010   | Angola               | 1737.5
06.04.2010   | Congo                | 370.8
06.04.2010   | Equatorial Guinea    | 211.7
06.04.2010   | Gabon                | 236.3
06.04.2010   | IR Iran              | 3468.6
06.04.2010   | Iraq                 | 2380.5
06.04.2010   | Kuwait               | 2301.6
06.04.2010   | Libya                | 1448.6
06.04.2010   | Nigeria              | 2008.7
06.04.2010   | United Arab Emirates | 2321.6
06.04.2010   | Venezuela            | 2949.3
06.04.2011   | Algeria              | 1095.6
06.04.2011   | Angola               | 1658.6
06.04.2011   | Congo                | 263.1
06.04.2011   | Equatorial Guinea    | 185.7
06.04.2011   | Gabon                | 203.7
06.04.2011   | IR Iran              | 3524.5
06.04.2011   | Iraq                 | 2696.1
06.04.2011   | Kuwait               | 2601.9
06.04.2011   | Libya                | 516.3
06.04.2011   | Nigeria              | 1975.2
06.04.2011   | United Arab Emirates | 2590.8
06.04.2011   | Venezuela            | 2867.3
06.04.2015   | Algeria              | 1124.0
06.04.2015   | Angola               | 1757.4
06.04.2015   | Congo                | 266.5
06.04.2015   | Equatorial Guinea    | 256.0
06.04.2015   | Gabon                | 195.5
06.04.2015   | IR Iran              | 3146.5
06.04.2015   | Iraq                 | 3436.7
06.04.2015   | Kuwait               | 2821.2
06.04.2015   | Libya                | 458.6
06.04.2015   | Nigeria              | 1712.6
06.04.2015   | United Arab Emirates | 2947.8
06.04.2015   | Venezuela            | 2644.1
06.04.2016   | Algeria              | 1193.3
06.04.2016   | Angola               | 1764.2
06.04.2016   | Congo                | 166.5
06.04.2016   | Equatorial Guinea    | 152.6
06.04.2016   | Gabon                | 281.0
06.04.2016   | IR Iran              | 3777.5
06.04.2016   | Iraq                 | 4560.8
06.04.2016   | Kuwait               | 2990.8
06.04.2016   | Libya                | 403.1
06.04.2016   | Nigeria              | 1407.8
06.04.2016   | United Arab Emirates | 3021.5
06.04.2016   | Venezuela            | 2332.5
06.04.2017   | Algeria              | 1069.0
06.04.2017   | Angola               | 1612.5
06.04.2017   | Congo                | 274.0
06.04.2017   | Equatorial Guinea    | 89.8
06.04.2017   | Gabon                | 211.9
06.04.2017   | IR Iran              | 3954.6
06.04.2017   | Iraq                 | 4477.3
06.04.2017   | Kuwait               | 2769.5
06.04.2017   | Libya                | 722.2
06.04.2017   | Nigeria              | 1609.2
06.04.2017   | United Arab Emirates | 2906.5
06.04.2017   | Venezuela            | 1952.1
06.04.2018   | Algeria              | 1104.5
06.04.2018   | Angola               | 1446.9
06.04.2018   | Congo                | 375.0
06.04.2018   | Equatorial Guinea    | 194.3
06.04.2018   | Gabon                | 209.9
06.04.2018   | IR Iran              | 3467.3
06.04.2018   | Iraq                 | 4368.0
06.04.2018   | Kuwait               | 2713.0
06.04.2018   | Libya                | 897.3
06.04.2018   | Nigeria              | 1565.6
06.04.2018   | United Arab Emirates | 3045.0
06.04.2018   | Venezuela            | 1520.9
06.04.2020   | Algeria              | 910.3
06.04.2020   | Angola               | 1243.3
06.04.2020   | Congo                | 396.4
06.04.2020   | Equatorial Guinea    | 73.0
06.04.2020   | Gabon                | 214.4
06.04.2020   | IR Iran              | 1959.9
06.04.2020   | Iraq                 | 3937.7
06.04.2020   | Kuwait               | 2427.2
06.04.2020   | Libya                | 359.1
06.04.2020   | Nigeria              | 1440.0
06.04.2020   | United Arab Emirates | 2703.4
06.04.2020   | Venezuela            | 619.9
06.04.2021   | Algeria              | 820.0
06.04.2021   | Angola               | 1076.6
06.04.2021   | Congo                | 274.6
06.04.2021   | Equatorial Guinea    | 148.6
06.04.2021   | Gabon                | 136.3
06.04.2021   | IR Iran              | 2345.0
06.04.2021   | Iraq                 | 3976.5
06.04.2021   | Kuwait               | 2361.1
06.04.2021   | Libya                | 1117.0
06.04.2021   | Nigeria              | 1313.1
06.04.2021   | United Arab Emirates | 2747.3
06.04.2021   | Venezuela            | 631.9
06.04.2022   | Algeria              | 982.8
06.04.2022   | Angola               | 1068.5
06.04.2022   | Congo                | 204.7
06.04.2022   | Equatorial Guinea    | -19.6
06.04.2022   | Gabon                | 233.1
06.04.2022   | IR Iran              | 2596.7
06.04.2022   | Iraq                 | 4447.2
06.04.2022   | Kuwait               | 2748.1
06.04.2022   | Libya                | 1035.4
06.04.2022   | Nigeria              | 1082.2
06.04.2022   | United Arab Emirates | 3086.4
06.04.2022   | Venezuela            | 725.5
06.05.2008   | Algeria              | 1423.9
06.05.2008   | Angola               | 1800.2
06.05.2008   | Congo                | 236.5
06.05.2008   | Equatorial Guinea    | 307.7
06.05.2008   | Gabon                | 217.1
06.05.2008   | IR Iran              | 4017.4
06.05.2008   | Iraq                 | 2289.7
06.05.2008   | Kuwait               | 2630.9
06.05.2008   | Libya                | 1852.9
06.05.2008   | Nigeria              | 1909.4
06.05.2008   | United Arab Emirates | 2562.2
06.05.2008   | Venezuela            | 2884.0
06.05.2009   | Algeria              | 1298.4
06.05.2009   | Angola               | 1691.8
06.05.2009   | Congo                | 257.2
06.05.2009   | Equatorial Guinea    | 210.8
06.05.2009   | Gabon                | 255.7
06.05.2009   | IR Iran              | 3519.6
06.05.2009   | Iraq                 | 2286.0
06.05.2009   | Kuwait               | 2258.5
06.05.2009   | Libya                | 1435.4
06.05.2009   | Nigeria              | 1882.5
06.05.2009   | United Arab Emirates | 2220.5
06.05.2009   | Venezuela            | 2909.3
06.05.2010   | Algeria              | 1207.5
06.05.2010   | Angola               | 1706.5
06.05.2010   | Congo                | 366.3
06.05.2010   | Equatorial Guinea    | 306.8
06.05.2010   | Gabon                | 282.0
06.05.2010   | IR Iran              | 3560.4
06.05.2010   | Iraq                 | 2315.1
06.05.2010   | Kuwait               | 2330.3
06.05.2010   | Libya                | 1444.3
06.05.2010   | Nigeria              | 2074.6
06.05.2010   | United Arab Emirates | 2319.5
06.05.2010   | Venezuela            | 2934.0
06.05.2011   | Algeria              | 1136.8
06.05.2011   | Angola               | 1667.7
06.05.2011   | Congo                | 317.0
06.05.2011   | Equatorial Guinea    | 317.8
06.05.2011   | Gabon                | 272.1
06.05.2011   | IR Iran              | 3584.4
06.05.2011   | Iraq                 | 2679.3
06.05.2011   | Kuwait               | 2666.3
06.05.2011   | Libya                | 431.4
06.05.2011   | Nigeria              | 1917.7
06.05.2011   | United Arab Emirates | 2509.7
06.05.2011   | Venezuela            | 2919.7
06.05.2013   | Algeria              | 1127.7
06.05.2013   | Angola               | 1675.4
06.05.2013   | Congo                | 226.2
06.05.2013   | Equatorial Guinea    | 201.2
06.05.2013   | Gabon                | 236.8
06.05.2013   | IR Iran              | 3571.5
06.05.2013   | Iraq                 | 2932.7
06.05.2013   | Kuwait               | 2910.0
06.05.2013   | Libya                | 941.7
06.05.2013   | Nigeria              | 1769.1
06.05.2013   | United Arab Emirates | 2798.0
06.05.2013   | Venezuela            | 2835.5
06.05.2014   | Algeria              | 1228.1
06.05.2014   | Angola               | 1680.5
06.05.2014   | Congo                | 262.8
06.05.2014   | Equatorial Guinea    | 158.6
06.05.2014   | Gabon                | 271.1
06.05.2014   | IR Iran              | 3097.3
06.05.2014   | Iraq                 | 3099.8
06.05.2014   | Kuwait               | 2875.5
06.05.2014   | Libya                | 524.9
06.05.2014   | Nigeria              | 1863.9
06.05.2014   | United Arab Emirates | 2817.9
06.05.2014   | Venezuela            | 2674.9
06.05.2015   | Algeria              | 1196.3
06.05.2015   | Angola               | 1708.5
06.05.2015   | Congo                | 276.2
06.05.2015   | Equatorial Guinea    | 139.4
06.05.2015   | Gabon                | 196.1
06.05.2015   | IR Iran              | 3145.3
06.05.2015   | Iraq                 | 3504.5
06.05.2015   | Kuwait               | 2862.4
06.05.2015   | Libya                | 377.7
06.05.2015   | Nigeria              | 1719.7
06.05.2015   | United Arab Emirates | 3086.4
06.05.2015   | Venezuela            | 2632.0
06.05.2016   | Algeria              | 1151.7
06.05.2016   | Angola               | 1779.2
06.05.2016   | Congo                | 102.7
06.05.2016   | Equatorial Guinea    | 96.5
06.05.2016   | Gabon                | 178.4
06.05.2016   | IR Iran              | 3641.8
06.05.2016   | Iraq                 | 4665.8
06.05.2016   | Kuwait               | 2964.3
06.05.2016   | Libya                | 312.8
06.05.2016   | Nigeria              | 1391.9
06.05.2016   | United Arab Emirates | 3134.0
06.05.2016   | Venezuela            | 2403.1
06.05.2019   | Algeria              | 1052.2
06.05.2019   | Angola               | 1371.0
06.05.2019   | Congo                | 325.3
06.05.2019   | Equatorial Guinea    | 135.3
06.05.2019   | Gabon                | 272.5
06.05.2019   | IR Iran              | 2394.0
06.05.2019   | Iraq                 | 4568.8
06.05.2019   | Kuwait               | 2692.0
06.05.2019   | Libya                | 1135.3
06.05.2019   | Nigeria              | 1744.6
06.05.2019   | United Arab Emirates | 3070.9
06.05.2019   | Venezuela            | 1096.8
06.05.2020   | Algeria              | 936.9
06.05.2020   | Angola               | 1223.4
06.05.2020   | Congo                | 284.5
06.05.2020   | Equatorial Guinea    | 118.3
06.05.2020   | Gabon                | 97.6
06.05.2020   | IR Iran              | 1930.6
06.05.2020   | Iraq                 | 4025.0
06.05.2020   | Kuwait               | 2419.3
06.05.2020   | Libya                | 477.9
06.05.2020   | Nigeria              | 1441.9
06.05.2020   | United Arab Emirates | 2761.0
06.05.2020   | Venezuela            | 611.0
06.05.2021   | Algeria              | 929.2
06.05.2021   | Angola               | 1071.2
06.05.2021   | Congo                | 221.8
06.05.2021   | Equatorial Guinea    | 87.5
06.05.2021   | Gabon                | 158.8
06.05.2021   | IR Iran              | 2434.5
06.05.2021   | Iraq                 | 4002.2
06.05.2021   | Kuwait               | 2387.5
06.05.2021   | Libya                | 1196.0
06.05.2021   | Nigeria              | 1281.6
06.05.2021   | United Arab Emirates | 2785.8
06.05.2021   | Venezuela            | 611.4
06.05.2022   | Algeria              | 986.5
06.05.2022   | Angola               | 1118.1
06.05.2022   | Congo                | 229.9
06.05.2022   | Equatorial Guinea    | 108.4
06.05.2022   | Gabon                | 157.8
06.05.2022   | IR Iran              | 2527.7
06.05.2022   | Iraq                 | 4532.3
06.05.2022   | Kuwait               | 2714.8
06.05.2022   | Libya                | 922.5
06.05.2022   | Nigeria              | 1191.4
06.05.2022   | United Arab Emirates | 3151.4
06.05.2022   | Venezuela            | 701.5
06.06.2006   | Algeria              | 1333.6
