Дата         | Страна               | Среднедневная добыча за год (1000 бар/д)
02.09.2019   | Equatorial Guinea    | 109.583
02.09.2019   | Gabon                | 217.831
02.09.2019   | IR Iran              | 2362.446
02.09.2019   | Iraq                 | 4576.14
02.09.2019   | Kuwait               | 2677.655
02.09.2019   | Libya                | 1090.806
02.09.2019   | Nigeria              | 1737.407
02.09.2019   | United Arab Emirates | 3057.899
02.09.2019   | Venezuela            | 1012.605
02.09.2020   | Algeria              | 898.738
02.09.2020   | Angola               | 1271.46
02.09.2020   | Congo                | 299.936
02.09.2020   | Equatorial Guinea    | 113.575
02.09.2020   | Gabon                | 207.419
02.09.2020   | IR Iran              | 1990.624
02.09.2020   | Iraq                 | 3996.617
02.09.2020   | Kuwait               | 2438.003
02.09.2020   | Libya                | 389.334
02.09.2020   | Nigeria              | 1493.226
02.09.2020   | United Arab Emirates | 2778.552
02.09.2020   | Venezuela            | 568.571
02.09.2021   | Algeria              | 910.877
02.09.2021   | Angola               | 1124.457
02.09.2021   | Congo                | 266.646
02.09.2021   | Equatorial Guinea    | 93.32
02.09.2021   | Gabon                | 181.168
02.09.2021   | IR Iran              | 2392.117
02.09.2021   | Iraq                 | 3971.367
02.09.2021   | Kuwait               | 2414.956
02.09.2021   | Libya                | 1207.091
02.09.2021   | Nigeria              | 1322.759
02.09.2021   | United Arab Emirates | 2717.603
02.09.2021   | Venezuela            | 636.0
02.09.2022   | Algeria              | 1020.258
02.09.2022   | Angola               | 1136.711
02.09.2022   | Congo                | 261.604
02.09.2022   | Equatorial Guinea    | 81.295
02.09.2022   | Gabon                | 190.547
02.09.2022   | IR Iran              | 2554.267
02.09.2022   | Iraq                 | 4452.528
02.09.2022   | Kuwait               | 2707.038
02.09.2022   | Libya                | 981.282
02.09.2022   | Nigeria              | 1137.913
02.09.2022   | United Arab Emirates | 3064.181
02.09.2022   | Venezuela            | 716.395
02.10.2006   | Algeria              | 1368.83
02.10.2006   | Angola               | 1384.6
02.10.2006   | Congo                | 260.388
02.10.2006   | Equatorial Guinea    | 281.781
02.10.2006   | Gabon                | 227.714
02.10.2006   | IR Iran              | 4072.6
02.10.2006   | Iraq                 | 1957.224687843193
02.10.2006   | Kuwait               | 2664.5
02.10.2006   | Libya                | 1751.186
02.10.2006   | Nigeria              | 2233.884
02.10.2006   | United Arab Emirates | 2568.0
02.10.2006   | Venezuela            | 3035.6
02.10.2007   | Algeria              | 1371.6
02.10.2007   | Angola               | 1694.6
02.10.2007   | Congo                | 219.46
02.10.2007   | Equatorial Guinea    | 296.237
02.10.2007   | Gabon                | 232.467
02.10.2007   | IR Iran              | 4030.7
02.10.2007   | Iraq                 | 2035.244
02.10.2007   | Kuwait               | 2574.5
02.10.2007   | Libya                | 1673.9
02.10.2007   | Nigeria              | 2059.262
02.10.2007   | United Arab Emirates | 2529.0
02.10.2007   | Venezuela            | 2981.923
02.10.2008   | Algeria              | 1356.0
02.10.2008   | Angola               | 1896.343
02.10.2008   | Congo                | 244.367
02.10.2008   | Equatorial Guinea    | 302.162
02.10.2008   | Gabon                | 228.279
02.10.2008   | IR Iran              | 4055.672
02.10.2008   | Iraq                 | 2280.538
02.10.2008   | Kuwait               | 2676.01
02.10.2008   | Libya                | 1721.484
02.10.2008   | Nigeria              | 2017.366
02.10.2008   | United Arab Emirates | 2572.2
02.10.2008   | Venezuela            | 2957.536
02.10.2009   | Algeria              | 1216.0
02.10.2009   | Angola               | 1738.884
02.10.2009   | Congo                | 271.763
02.10.2009   | Equatorial Guinea    | 262.488
02.10.2009   | Gabon                | 228.258
02.10.2009   | IR Iran              | 3557.083
02.10.2009   | Iraq                 | 2336.181
02.10.2009   | Kuwait               | 2261.61
02.10.2009   | Libya                | 1473.937
02.10.2009   | Nigeria              | 1841.984
02.10.2009   | United Arab Emirates | 2241.638
02.10.2009   | Venezuela            | 2878.06
02.10.2012   | Algeria              | 1199.795
02.10.2012   | Angola               | 1704.001
02.10.2012   | Congo                | 262.87
02.10.2012   | Equatorial Guinea    | 247.143
02.10.2012   | Gabon                | 227.255
02.10.2012   | IR Iran              | 3739.751
02.10.2012   | Iraq                 | 2942.407
02.10.2012   | Kuwait               | 2977.56
02.10.2012   | Libya                | 1449.994
02.10.2012   | Nigeria              | 1954.074
02.10.2012   | United Arab Emirates | 2653.0
02.10.2012   | Venezuela            | 2803.93
02.10.2013   | Algeria              | 1202.614
02.10.2013   | Angola               | 1701.203
02.10.2013   | Congo                | 239.789
02.10.2013   | Equatorial Guinea    | 211.19
02.10.2013   | Gabon                | 220.247
02.10.2013   | IR Iran              | 3575.342
02.10.2013   | Iraq                 | 2979.616
02.10.2013   | Kuwait               | 2924.65
02.10.2013   | Libya                | 993.346
02.10.2013   | Nigeria              | 1753.717
02.10.2013   | United Arab Emirates | 2796.534
02.10.2013   | Venezuela            | 2789.486
02.10.2014   | Algeria              | 1192.833
02.10.2014   | Angola               | 1653.688
02.10.2014   | Congo                | 241.459
02.10.2014   | Equatorial Guinea    | 201.498
02.10.2014   | Gabon                | 214.913
02.10.2014   | IR Iran              | 3117.082
02.10.2014   | Iraq                 | 3110.471
02.10.2014   | Kuwait               | 2866.78
02.10.2014   | Libya                | 479.899
02.10.2014   | Nigeria              | 1807.047
02.10.2014   | United Arab Emirates | 2794.0
02.10.2014   | Venezuela            | 2682.633
02.10.2015   | Algeria              | 1157.082
02.10.2015   | Angola               | 1767.068
02.10.2015   | Congo                | 234.136
02.10.2015   | Equatorial Guinea    | 186.789
02.10.2015   | Gabon                | 218.312
02.10.2015   | IR Iran              | 3151.644
02.10.2015   | Iraq                 | 3504.137
02.10.2015   | Kuwait               | 2858.685
02.10.2015   | Libya                | 400.31
02.10.2015   | Nigeria              | 1748.191
02.10.2015   | United Arab Emirates | 2988.885
02.10.2015   | Venezuela            | 2653.871
02.10.2017   | Algeria              | 1058.693
02.10.2017   | Angola               | 1632.238
02.10.2017   | Congo                | 262.73
02.10.2017   | Equatorial Guinea    | 128.6
02.10.2017   | Gabon                | 210.066
02.10.2017   | IR Iran              | 3867.315
02.10.2017   | Iraq                 | 4468.663
02.10.2017   | Kuwait               | 2704.236
02.10.2017   | Libya                | 807.594
02.10.2017   | Nigeria              | 1535.639
02.10.2017   | United Arab Emirates | 2966.526
02.10.2017   | Venezuela            | 2034.802
02.10.2018   | Algeria              | 1040.102
02.10.2018   | Angola               | 1473.267
02.10.2018   | Congo                | 323.466
02.10.2018   | Equatorial Guinea    | 120.179
02.10.2018   | Gabon                | 193.447
02.10.2018   | IR Iran              | 3535.865
02.10.2018   | Iraq                 | 4410.0
02.10.2018   | Kuwait               | 2736.603
02.10.2018   | Libya                | 946.219
02.10.2018   | Nigeria              | 1601.61
02.10.2018   | United Arab Emirates | 3008.342
02.10.2018   | Venezuela            | 1510.2
02.10.2019   | Algeria              | 1023.2
02.10.2019   | Angola               | 1372.848
02.10.2019   | Congo                | 329.197
02.10.2019   | Equatorial Guinea    | 109.583
02.10.2019   | Gabon                | 217.831
02.10.2019   | IR Iran              | 2362.446
02.10.2019   | Iraq                 | 4576.14
02.10.2019   | Kuwait               | 2677.655
02.10.2019   | Libya                | 1090.806
02.10.2019   | Nigeria              | 1737.407
02.10.2019   | United Arab Emirates | 3057.899
02.10.2019   | Venezuela            | 1012.605
02.10.2020   | Algeria              | 898.738
02.10.2020   | Angola               | 1271.46
02.10.2020   | Congo                | 299.936
02.10.2020   | Equatorial Guinea    | 113.575
02.10.2020   | Gabon                | 207.419
02.10.2020   | IR Iran              | 1990.624
02.10.2020   | Iraq                 | 3996.617
02.10.2020   | Kuwait               | 2438.003
02.10.2020   | Libya                | 389.334
02.10.2020   | Nigeria              | 1493.226
02.10.2020   | United Arab Emirates | 2778.552
02.10.2020   | Venezuela            | 568.571
02.11.2006   | Algeria              | 1368.83
02.11.2006   | Angola               | 1384.6
02.11.2006   | Congo                | 260.388
02.11.2006   | Equatorial Guinea    | 281.781
02.11.2006   | Gabon                | 227.714
02.11.2006   | IR Iran              | 4072.6
02.11.2006   | Iraq                 | 1957.224687843193
02.11.2006   | Kuwait               | 2664.5
02.11.2006   | Libya                | 1751.186
02.11.2006   | Nigeria              | 2233.884
02.11.2006   | United Arab Emirates | 2568.0
02.11.2006   | Venezuela            | 3035.6
02.11.2007   | Algeria              | 1371.6
02.11.2007   | Angola               | 1694.6
02.11.2007   | Congo                | 219.46
02.11.2007   | Equatorial Guinea    | 296.237
02.11.2007   | Gabon                | 232.467
02.11.2007   | IR Iran              | 4030.7
02.11.2007   | Iraq                 | 2035.244
02.11.2007   | Kuwait               | 2574.5
02.11.2007   | Libya                | 1673.9
02.11.2007   | Nigeria              | 2059.262
02.11.2007   | United Arab Emirates | 2529.0
02.11.2007   | Venezuela            | 2981.923
02.11.2009   | Algeria              | 1216.0
02.11.2009   | Angola               | 1738.884
02.11.2009   | Congo                | 271.763
02.11.2009   | Equatorial Guinea    | 262.488
02.11.2009   | Gabon                | 228.258
02.11.2009   | IR Iran              | 3557.083
02.11.2009   | Iraq                 | 2336.181
02.11.2009   | Kuwait               | 2261.61
02.11.2009   | Libya                | 1473.937
02.11.2009   | Nigeria              | 1841.984
02.11.2009   | United Arab Emirates | 2241.638
02.11.2009   | Venezuela            | 2878.06
02.11.2010   | Algeria              | 1189.839
02.11.2010   | Angola               | 1757.6
02.11.2010   | Congo                | 308.146
02.11.2010   | Equatorial Guinea    | 240.972
02.11.2010   | Gabon                | 241.114
02.11.2010   | IR Iran              | 3544.0
02.11.2010   | Iraq                 | 2358.074
02.11.2010   | Kuwait               | 2312.12
02.11.2010   | Libya                | 1486.605
02.11.2010   | Nigeria              | 2048.269
02.11.2010   | United Arab Emirates | 2323.829
02.11.2010   | Venezuela            | 2853.638
02.11.2011   | Algeria              | 1161.608
02.11.2011   | Angola               | 1618.047
02.11.2011   | Congo                | 289.431
02.11.2011   | Equatorial Guinea    | 228.805
02.11.2011   | Gabon                | 241.32
02.11.2011   | IR Iran              | 3576.0
02.11.2011   | Iraq                 | 2652.625
02.11.2011   | Kuwait               | 2658.69
02.11.2011   | Libya                | 489.456
02.11.2011   | Nigeria              | 1974.808
02.11.2011   | United Arab Emirates | 2564.17
02.11.2011   | Venezuela            | 2880.907
02.11.2012   | Algeria              | 1199.795
02.11.2012   | Angola               | 1704.001
02.11.2012   | Congo                | 262.87
02.11.2012   | Equatorial Guinea    | 247.143
02.11.2012   | Gabon                | 227.255
02.11.2012   | IR Iran              | 3739.751
02.11.2012   | Iraq                 | 2942.407
02.11.2012   | Kuwait               | 2977.56
02.11.2012   | Libya                | 1449.994
02.11.2012   | Nigeria              | 1954.074
02.11.2012   | United Arab Emirates | 2653.0
02.11.2012   | Venezuela            | 2803.93
02.11.2015   | Algeria              | 1157.082
02.11.2015   | Angola               | 1767.068
02.11.2015   | Congo                | 234.136
02.11.2015   | Equatorial Guinea    | 186.789
02.11.2015   | Gabon                | 218.312
02.11.2015   | IR Iran              | 3151.644
02.11.2015   | Iraq                 | 3504.137
02.11.2015   | Kuwait               | 2858.685
02.11.2015   | Libya                | 400.31
02.11.2015   | Nigeria              | 1748.191
02.11.2015   | United Arab Emirates | 2988.885
02.11.2015   | Venezuela            | 2653.871
02.11.2016   | Algeria              | 1146.295
02.11.2016   | Angola               | 1721.62
02.11.2016   | Congo                | 225.008
02.11.2016   | Equatorial Guinea    | 163.205
02.11.2016   | Gabon                | 220.693
02.11.2016   | IR Iran              | 3651.298
02.11.2016   | Iraq                 | 4647.795
02.11.2016   | Kuwait               | 2954.265
02.11.2016   | Libya                | 388.945
02.11.2016   | Nigeria              | 1427.262
02.11.2016   | United Arab Emirates | 3088.284
02.11.2016   | Venezuela            | 2372.503
02.11.2017   | Algeria              | 1058.693
02.11.2017   | Angola               | 1632.238
02.11.2017   | Congo                | 262.73
02.11.2017   | Equatorial Guinea    | 128.6
02.11.2017   | Gabon                | 210.066
02.11.2017   | IR Iran              | 3867.315
02.11.2017   | Iraq                 | 4468.663
02.11.2017   | Kuwait               | 2704.236
02.11.2017   | Libya                | 807.594
02.11.2017   | Nigeria              | 1535.639
02.11.2017   | United Arab Emirates | 2966.526
02.11.2017   | Venezuela            | 2034.802
02.11.2018   | Algeria              | 1040.102
02.11.2018   | Angola               | 1473.267
02.11.2018   | Congo                | 323.466
02.11.2018   | Equatorial Guinea    | 120.179
02.11.2018   | Gabon                | 193.447
02.11.2018   | IR Iran              | 3535.865
02.11.2018   | Iraq                 | 4410.0
02.11.2018   | Kuwait               | 2736.603
02.11.2018   | Libya                | 946.219
02.11.2018   | Nigeria              | 1601.61
02.11.2018   | United Arab Emirates | 3008.342
02.11.2018   | Venezuela            | 1510.2
02.11.2020   | Algeria              | 898.738
02.11.2020   | Angola               | 1271.46
02.11.2020   | Congo                | 299.936
02.11.2020   | Equatorial Guinea    | 113.575
02.11.2020   | Gabon                | 207.419
02.11.2020   | IR Iran              | 1990.624
02.11.2020   | Iraq                 | 3996.617
02.11.2020   | Kuwait               | 2438.003
02.11.2020   | Libya                | 389.334
02.11.2020   | Nigeria              | 1493.226
02.11.2020   | United Arab Emirates | 2778.552
02.11.2020   | Venezuela            | 568.571
02.11.2021   | Algeria              | 910.877
02.11.2021   | Angola               | 1124.457
02.11.2021   | Congo                | 266.646
02.11.2021   | Equatorial Guinea    | 93.32
02.11.2021   | Gabon                | 181.168
02.11.2021   | IR Iran              | 2392.117
02.11.2021   | Iraq                 | 3971.367
02.11.2021   | Kuwait               | 2414.956
02.11.2021   | Libya                | 1207.091
02.11.2021   | Nigeria              | 1322.759
02.11.2021   | United Arab Emirates | 2717.603
02.11.2021   | Venezuela            | 636.0
02.11.2022   | Algeria              | 1020.258
02.11.2022   | Angola               | 1136.711
02.11.2022   | Congo                | 261.604
02.11.2022   | Equatorial Guinea    | 81.295
02.11.2022   | Gabon                | 190.547
02.11.2022   | IR Iran              | 2554.267
02.11.2022   | Iraq                 | 4452.528
02.11.2022   | Kuwait               | 2707.038
02.11.2022   | Libya                | 981.282
02.11.2022   | Nigeria              | 1137.913
02.11.2022   | United Arab Emirates | 3064.181
02.11.2022   | Venezuela            | 716.395
02.12.2008   | Algeria              | 1356.0
02.12.2008   | Angola               | 1896.343
02.12.2008   | Congo                | 244.367
02.12.2008   | Equatorial Guinea    | 302.162
02.12.2008   | Gabon                | 228.279
02.12.2008   | IR Iran              | 4055.672
02.12.2008   | Iraq                 | 2280.538
02.12.2008   | Kuwait               | 2676.01
02.12.2008   | Libya                | 1721.484
02.12.2008   | Nigeria              | 2017.366
02.12.2008   | United Arab Emirates | 2572.2
02.12.2008   | Venezuela            | 2957.536
02.12.2009   | Algeria              | 1216.0
02.12.2009   | Angola               | 1738.884
02.12.2009   | Congo                | 271.763
02.12.2009   | Equatorial Guinea    | 262.488
02.12.2009   | Gabon                | 228.258
02.12.2009   | IR Iran              | 3557.083
02.12.2009   | Iraq                 | 2336.181
02.12.2009   | Kuwait               | 2261.61
02.12.2009   | Libya                | 1473.937
02.12.2009   | Nigeria              | 1841.984
02.12.2009   | United Arab Emirates | 2241.638
02.12.2009   | Venezuela            | 2878.06
02.12.2010   | Algeria              | 1189.839
02.12.2010   | Angola               | 1757.6
02.12.2010   | Congo                | 308.146
02.12.2010   | Equatorial Guinea    | 240.972
02.12.2010   | Gabon                | 241.114
02.12.2010   | IR Iran              | 3544.0
02.12.2010   | Iraq                 | 2358.074
02.12.2010   | Kuwait               | 2312.12
02.12.2010   | Libya                | 1486.605
02.12.2010   | Nigeria              | 2048.269
02.12.2010   | United Arab Emirates | 2323.829
02.12.2010   | Venezuela            | 2853.638
02.12.2011   | Algeria              | 1161.608
02.12.2011   | Angola               | 1618.047
02.12.2011   | Congo                | 289.431
02.12.2011   | Equatorial Guinea    | 228.805
02.12.2011   | Gabon                | 241.32
02.12.2011   | IR Iran              | 3576.0
02.12.2011   | Iraq                 | 2652.625
02.12.2011   | Kuwait               | 2658.69
02.12.2011   | Libya                | 489.456
02.12.2011   | Nigeria              | 1974.808
02.12.2011   | United Arab Emirates | 2564.17
02.12.2011   | Venezuela            | 2880.907
02.12.2013   | Algeria              | 1202.614
02.12.2013   | Angola               | 1701.203
02.12.2013   | Congo                | 239.789
02.12.2013   | Equatorial Guinea    | 211.19
02.12.2013   | Gabon                | 220.247
02.12.2013   | IR Iran              | 3575.342
02.12.2013   | Iraq                 | 2979.616
02.12.2013   | Kuwait               | 2924.65
02.12.2013   | Libya                | 993.346
02.12.2013   | Nigeria              | 1753.717
02.12.2013   | United Arab Emirates | 2796.534
02.12.2013   | Venezuela            | 2789.486
02.12.2014   | Algeria              | 1192.833
02.12.2014   | Angola               | 1653.688
02.12.2014   | Congo                | 241.459
02.12.2014   | Equatorial Guinea    | 201.498
02.12.2014   | Gabon                | 214.913
02.12.2014   | IR Iran              | 3117.082
02.12.2014   | Iraq                 | 3110.471
02.12.2014   | Kuwait               | 2866.78
02.12.2014   | Libya                | 479.899
02.12.2014   | Nigeria              | 1807.047
02.12.2014   | United Arab Emirates | 2794.0
02.12.2014   | Venezuela            | 2682.633
02.12.2015   | Algeria              | 1157.082
02.12.2015   | Angola               | 1767.068
02.12.2015   | Congo                | 234.136
02.12.2015   | Equatorial Guinea    | 186.789
02.12.2015   | Gabon                | 218.312
02.12.2015   | IR Iran              | 3151.644
02.12.2015   | Iraq                 | 3504.137
02.12.2015   | Kuwait               | 2858.685
02.12.2015   | Libya                | 400.31
02.12.2015   | Nigeria              | 1748.191
02.12.2015   | United Arab Emirates | 2988.885
02.12.2015   | Venezuela            | 2653.871
02.12.2016   | Algeria              | 1146.295
02.12.2016   | Angola               | 1721.62
02.12.2016   | Congo                | 225.008
02.12.2016   | Equatorial Guinea    | 163.205
02.12.2016   | Gabon                | 220.693
02.12.2016   | IR Iran              | 3651.298
02.12.2016   | Iraq                 | 4647.795
02.12.2016   | Kuwait               | 2954.265
02.12.2016   | Libya                | 388.945
02.12.2016   | Nigeria              | 1427.262
02.12.2016   | United Arab Emirates | 3088.284
02.12.2016   | Venezuela            | 2372.503
02.12.2019   | Algeria              | 1023.2
02.12.2019   | Angola               | 1372.848
02.12.2019   | Congo                | 329.197
02.12.2019   | Equatorial Guinea    | 109.583
02.12.2019   | Gabon                | 217.831
02.12.2019   | IR Iran              | 2362.446
02.12.2019   | Iraq                 | 4576.14
02.12.2019   | Kuwait               | 2677.655
02.12.2019   | Libya                | 1090.806
02.12.2019   | Nigeria              | 1737.407
02.12.2019   | United Arab Emirates | 3057.899
02.12.2019   | Venezuela            | 1012.605
02.12.2020   | Algeria              | 898.738
02.12.2020   | Angola               | 1271.46
02.12.2020   | Congo                | 299.936
02.12.2020   | Equatorial Guinea    | 113.575
02.12.2020   | Gabon                | 207.419
02.12.2020   | IR Iran              | 1990.624
02.12.2020   | Iraq                 | 3996.617
02.12.2020   | Kuwait               | 2438.003
02.12.2020   | Libya                | 389.334
02.12.2020   | Nigeria              | 1493.226
02.12.2020   | United Arab Emirates | 2778.552
02.12.2020   | Venezuela            | 568.571
02.12.2021   | Algeria              | 910.877
02.12.2021   | Angola               | 1124.457
02.12.2021   | Congo                | 266.646
02.12.2021   | Equatorial Guinea    | 93.32
02.12.2021   | Gabon                | 181.168
02.12.2021   | IR Iran              | 2392.117
02.12.2021   | Iraq                 | 3971.367
02.12.2021   | Kuwait               | 2414.956
02.12.2021   | Libya                | 1207.091
02.12.2021   | Nigeria              | 1322.759
02.12.2021   | United Arab Emirates | 2717.603
02.12.2021   | Venezuela            | 636.0
02.12.2022   | Algeria              | 1020.258
02.12.2022   | Angola               | 1136.711
02.12.2022   | Congo                | 261.604
02.12.2022   | Equatorial Guinea    | 81.295
02.12.2022   | Gabon                | 190.547
02.12.2022   | IR Iran              | 2554.267
02.12.2022   | Iraq                 | 4452.528
02.12.2022   | Kuwait               | 2707.038
02.12.2022   | Libya                | 981.282
02.12.2022   | Nigeria              | 1137.913
02.12.2022   | United Arab Emirates | 3064.181
02.12.2022   | Venezuela            | 716.395
03.01.2006   | Algeria              | 1368.83
03.01.2006   | Angola               | 1384.6
03.01.2006   | Congo                | 260.388
03.01.2006   | Equatorial Guinea    | 281.781
03.01.2006   | Gabon                | 227.714
03.01.2006   | IR Iran              | 4072.6
03.01.2006   | Iraq                 | 1957.224687843193
03.01.2006   | Kuwait               | 2664.5
03.01.2006   | Libya                | 1751.186
03.01.2006   | Nigeria              | 2233.884
03.01.2006   | United Arab Emirates | 2568.0
03.01.2006   | Venezuela            | 3035.6
03.01.2007   | Algeria              | 1371.6
03.01.2007   | Angola               | 1694.6
03.01.2007   | Congo                | 219.46
03.01.2007   | Equatorial Guinea    | 296.237
03.01.2007   | Gabon                | 232.467
03.01.2007   | IR Iran              | 4030.7
03.01.2007   | Iraq                 | 2035.244
03.01.2007   | Kuwait               | 2574.5
03.01.2007   | Libya                | 1673.9
03.01.2007   | Nigeria              | 2059.262
03.01.2007   | United Arab Emirates | 2529.0
03.01.2007   | Venezuela            | 2981.923
03.01.2008   | Algeria              | 1356.0
03.01.2008   | Angola               | 1896.343
03.01.2008   | Congo                | 244.367
03.01.2008   | Equatorial Guinea    | 302.162
03.01.2008   | Gabon                | 228.279
03.01.2008   | IR Iran              | 4055.672
03.01.2008   | Iraq                 | 2280.538
03.01.2008   | Kuwait               | 2676.01
03.01.2008   | Libya                | 1721.484
03.01.2008   | Nigeria              | 2017.366
03.01.2008   | United Arab Emirates | 2572.2
03.01.2008   | Venezuela            | 2957.536
03.01.2011   | Algeria              | 1161.608
03.01.2011   | Angola               | 1618.047
03.01.2011   | Congo                | 289.431
03.01.2011   | Equatorial Guinea    | 228.805
03.01.2011   | Gabon                | 241.32
03.01.2011   | IR Iran              | 3576.0
03.01.2011   | Iraq                 | 2652.625
03.01.2011   | Kuwait               | 2658.69
03.01.2011   | Libya                | 489.456
03.01.2011   | Nigeria              | 1974.808
03.01.2011   | United Arab Emirates | 2564.17
03.01.2011   | Venezuela            | 2880.907
03.01.2012   | Algeria              | 1199.795
03.01.2012   | Angola               | 1704.001
03.01.2012   | Congo                | 262.87
03.01.2012   | Equatorial Guinea    | 247.143
03.01.2012   | Gabon                | 227.255
03.01.2012   | IR Iran              | 3739.751
03.01.2012   | Iraq                 | 2942.407
03.01.2012   | Kuwait               | 2977.56
03.01.2012   | Libya                | 1449.994
03.01.2012   | Nigeria              | 1954.074
03.01.2012   | United Arab Emirates | 2653.0
03.01.2012   | Venezuela            | 2803.93
03.01.2013   | Algeria              | 1202.614
03.01.2013   | Angola               | 1701.203
03.01.2013   | Congo                | 239.789
03.01.2013   | Equatorial Guinea    | 211.19
03.01.2013   | Gabon                | 220.247
03.01.2013   | IR Iran              | 3575.342
03.01.2013   | Iraq                 | 2979.616
03.01.2013   | Kuwait               | 2924.65
03.01.2013   | Libya                | 993.346
03.01.2013   | Nigeria              | 1753.717
03.01.2013   | United Arab Emirates | 2796.534
03.01.2013   | Venezuela            | 2789.486
03.01.2014   | Algeria              | 1192.833
03.01.2014   | Angola               | 1653.688
03.01.2014   | Congo                | 241.459
03.01.2014   | Equatorial Guinea    | 201.498
03.01.2014   | Gabon                | 214.913
03.01.2014   | IR Iran              | 3117.082
03.01.2014   | Iraq                 | 3110.471
03.01.2014   | Kuwait               | 2866.78
03.01.2014   | Libya                | 479.899
03.01.2014   | Nigeria              | 1807.047
03.01.2014   | United Arab Emirates | 2794.0
03.01.2014   | Venezuela            | 2682.633
03.01.2017   | Algeria              | 1058.693
03.01.2017   | Angola               | 1632.238
03.01.2017   | Congo                | 262.73
03.01.2017   | Equatorial Guinea    | 128.6
03.01.2017   | Gabon                | 210.066
03.01.2017   | IR Iran              | 3867.315
03.01.2017   | Iraq                 | 4468.663
03.01.2017   | Kuwait               | 2704.236
03.01.2017   | Libya                | 807.594
03.01.2017   | Nigeria              | 1535.639
03.01.2017   | United Arab Emirates | 2966.526
03.01.2017   | Venezuela            | 2034.802
03.01.2018   | Algeria              | 1040.102
03.01.2018   | Angola               | 1473.267
03.01.2018   | Congo                | 323.466
03.01.2018   | Equatorial Guinea    | 120.179
03.01.2018   | Gabon                | 193.447
03.01.2018   | IR Iran              | 3535.865
03.01.2018   | Iraq                 | 4410.0
03.01.2018   | Kuwait               | 2736.603
03.01.2018   | Libya                | 946.219
03.01.2018   | Nigeria              | 1601.61
03.01.2018   | United Arab Emirates | 3008.342
03.01.2018   | Venezuela            | 1510.2
03.01.2019   | Algeria              | 1023.2
03.01.2019   | Angola               | 1372.848
03.01.2019   | Congo                | 329.197
03.01.2019   | Equatorial Guinea    | 109.583
03.01.2019   | Gabon                | 217.831
03.01.2019   | IR Iran              | 2362.446
03.01.2019   | Iraq                 | 4576.14
03.01.2019   | Kuwait               | 2677.655
03.01.2019   | Libya                | 1090.806
03.01.2019   | Nigeria              | 1737.407
03.01.2019   | United Arab Emirates | 3057.899
03.01.2019   | Venezuela            | 1012.605
03.01.2020   | Algeria              | 898.738
03.01.2020   | Angola               | 1271.46
03.01.2020   | Congo                | 299.936
03.01.2020   | Equatorial Guinea    | 113.575
03.01.2020   | Gabon                | 207.419
03.01.2020   | IR Iran              | 1990.624
03.01.2020   | Iraq                 | 3996.617
03.01.2020   | Kuwait               | 2438.003
03.01.2020   | Libya                | 389.334
03.01.2020   | Nigeria              | 1493.226
03.01.2020   | United Arab Emirates | 2778.552
03.01.2020   | Venezuela            | 568.571
03.01.2022   | Algeria              | 1020.258
03.01.2022   | Angola               | 1136.711
03.01.2022   | Congo                | 261.604
03.01.2022   | Equatorial Guinea    | 81.295
03.01.2022   | Gabon                | 190.547
03.01.2022   | IR Iran              | 2554.267
03.01.2022   | Iraq                 | 4452.528
03.01.2022   | Kuwait               | 2707.038
03.01.2022   | Libya                | 981.282
03.01.2022   | Nigeria              | 1137.913
03.01.2022   | United Arab Emirates | 3064.181
03.01.2022   | Venezuela            | 716.395
03.02.2006   | Algeria              | 1368.83
03.02.2006   | Angola               | 1384.6
03.02.2006   | Congo                | 260.388
03.02.2006   | Equatorial Guinea    | 281.781
03.02.2006   | Gabon                | 227.714
03.02.2006   | IR Iran              | 4072.6
03.02.2006   | Iraq                 | 1957.224687843193
03.02.2006   | Kuwait               | 2664.5
03.02.2006   | Libya                | 1751.186
03.02.2006   | Nigeria              | 2233.884
03.02.2006   | United Arab Emirates | 2568.0
03.02.2006   | Venezuela            | 3035.6
03.02.2009   | Algeria              | 1216.0
03.02.2009   | Angola               | 1738.884
03.02.2009   | Congo                | 271.763
03.02.2009   | Equatorial Guinea    | 262.488
03.02.2009   | Gabon                | 228.258
03.02.2009   | IR Iran              | 3557.083
03.02.2009   | Iraq                 | 2336.181
03.02.2009   | Kuwait               | 2261.61
03.02.2009   | Libya                | 1473.937
03.02.2009   | Nigeria              | 1841.984
03.02.2009   | United Arab Emirates | 2241.638
03.02.2009   | Venezuela            | 2878.06
03.02.2010   | Algeria              | 1189.839
03.02.2010   | Angola               | 1757.6
03.02.2010   | Congo                | 308.146
03.02.2010   | Equatorial Guinea    | 240.972
03.02.2010   | Gabon                | 241.114
03.02.2010   | IR Iran              | 3544.0
03.02.2010   | Iraq                 | 2358.074
03.02.2010   | Kuwait               | 2312.12
03.02.2010   | Libya                | 1486.605
03.02.2010   | Nigeria              | 2048.269
03.02.2010   | United Arab Emirates | 2323.829
03.02.2010   | Venezuela            | 2853.638
03.02.2011   | Algeria              | 1161.608
03.02.2011   | Angola               | 1618.047
03.02.2011   | Congo                | 289.431
03.02.2011   | Equatorial Guinea    | 228.805
03.02.2011   | Gabon                | 241.32
03.02.2011   | IR Iran              | 3576.0
03.02.2011   | Iraq                 | 2652.625
03.02.2011   | Kuwait               | 2658.69
03.02.2011   | Libya                | 489.456
03.02.2011   | Nigeria              | 1974.808
03.02.2011   | United Arab Emirates | 2564.17
